ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	TurboMajorPsiGroup1	TurboMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM9940	3	4	2098	1090	0.608416014	0.085861686	NA	0.935	1.69E-08	3.39E-09	NA	NA	NA	NA	NA	0.481481481	0.558357973	0.616	0.453	0.161562596	54.66666667	156.6666667	0.161562596
ASM9941	2	3	13655	18376	0.607786077	0.185086167	1	0.926	1.69E-08	3.39E-09	SE	0.987666667	0.98	0.987666667	0.98	0.673806384	0.858892552	0.989	0.992	0.030626569	71.33333333	138.6666667	0.030626569
ASM9942	2	3	15590	24155	0.720441658	0.005630631	1	0.61	NA	NA	NA	1	0.998166667	1	0.998166667	1	0.994369369	1	1	0.422649731	279.6666667	282	0.422649731
ASM9943	5	7	19170	28722	NA	0.034722222	NA	0.61	1.69E-08	0.0314	NA	NA	NA	NA	NA	0.905555556	0.870833333	1	1	0.605703997	13.66666667	15.66666667	0.605703997
ASM9944	3	4	105	303	0.053048667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.333333333	0	NA
ASM9945	5	11	563	1642	0.007109271	0.033198925	0.00786	NA	NA	NA	NA	0.838666667	0.911	0.838666667	0.911	0.808467742	0.841666667	NA	NA	0.560408763	31.33333333	8.666666667	0.560408763
ASM9946	10	15	5708	4793	0.262183937	0.051697636	NA	0.794	0.111	0.185	NA	NA	NA	NA	NA	0.589978049	0.538280413	0.447	0.561	0.102899384	88	108.3333333	0.102899384
ASM9947	10	49	1785	9955	0	0.767681093	NA	NA	NA	0.00808	NA	NA	NA	NA	NA	0.199909622	0.967590714	NA	NA	0.000814041	61.33333333	31	0.000814041
ASM9948	4	34	7111	6102	0.778274594	0.314790765	0.232	0.806	0.436	0.31	NA	0.824833333	0.825083333	0.824833333	0.825083333	0.494444444	0.17965368	0.998	0.998	0.333913883	11.33333333	13.33333333	0.333913883
ASM9949	2	3	406	384	0.611835382	0.012711495	NA	0.911	0.231	0.16	NA	NA	NA	NA	NA	0.966452991	0.953741497	0.791	0.6	0.717450027	38.33333333	38	0.717450027
ASM9950	2	3	573	612	0.237872417	0.01227319	1	0.698	NA	NA	SE	0.944333333	0.964333333	0.944333333	0.964333333	0.975179695	0.962906504	0.972	0.956	0.653031925	53.33333333	49	0.653031925
ASM9951	3	20	3384	5114	0.581172198	0.067493386	0.178	0.944	0.0362	0.376	NA	0.697333333	0.762833333	0.697333333	0.762833333	0.436291486	0.443650794	0.885	0.841	0.12522808	106	70.66666667	0.12522808
ASM9952	4	7	683	600	0.577654598	0.055070167	1	NA	NA	0.981	NA	0.518333333	0.522333333	0.518333333	0.522333333	0.493048846	0.450386215	NA	NA	0.123437951	23.33333333	33.33333333	0.123437951
ASM9953	3	4	1286	723	0.7651289	0.010144867	1	0.925	NA	0.254	NA	0.977666667	0.976	0.977666667	0.976	0.987602881	0.997747748	0.951	0.981	0.288444998	81.33333333	148.6666667	0.288444998
ASM9954	2	3	4567	3195	0.735993057	0.0281511	NA	0.723	0.0445	0.151	NA	NA	NA	NA	NA	0.669686391	0.641535292	0.529	0.591	0.563341864	81	132.3333333	0.563341864
ASM9955	3	12	14146	8123	0.436855305	0.028831148	0.624	0.773	0.648	0.408	NA	0.653333333	0.679333333	0.653333333	0.679333333	0.403009447	0.431840596	0.994	0.996	0.208061263	482	891.6666667	0.208061263
ASM9956	3	6	2755	1229	0.295692936	0.031636039	1	0.693	0.934	0.739	NA	0.722333333	0.764333333	0.722333333	0.764333333	0.426776246	0.398315847	0.405	0.399	0.176706574	42.33333333	95.66666667	0.176706574
ASM9957	3	9	1009	528	0.031237272	0.121179362	NA	NA	NA	1	NA	NA	NA	NA	NA	0.556318681	0.435139319	NA	NA	0.464842214	9.333333333	18.66666667	0.464842214
ASM9958	3	6	2289	308	0.009261695	0.027263916	0.932	NA	NA	0.669	NA	0.568666667	0.536666667	0.568666667	0.536666667	0.527777778	0.533135667	NA	NA	0.566038275	12.66666667	92	0.566038275
ASM9959	3	18	16919	13844	0.993564999	NA	0.149	0.757	0.244	0.231	NA	0.815	0.850666667	0.815	0.850666667	NA	NA	0.999	0.999	NA	1.666666667	4	NA
ASM9960	2	41	9560	4972	0.187132556	NA	1	0.71	NA	0.269	NA	1	0.994333333	1	0.994333333	NA	NA	0.997	0.992	NA	2.666666667	5.666666667	NA
ASM9961	2	4	188	86	0.501018534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666666667	4.333333333	NA
ASM9962	3	20	9276	5833	0.180519326	0.024915482	0.159	0.927	0.0291	0.00185	NA	0.857916667	0.8845	0.857916667	0.8845	0.396359013	0.371443531	0.988	0.998	0.212530084	155.6666667	284.6666667	0.212530084
ASM9963	5	28	41921	32359	0.3601196	0.026918661	0.532	0.837	0.00307	0.0111	NA	0.8955	0.9065	0.8955	0.9065	0.953983895	0.927065234	1	1	0.014397699	123.6666667	174	0.014397699
ASM9964	2	3	433	138	0.003862496	0.235551486	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.645502646	0.40995116	NA	NA	0.030138093	7.333333333	26	0.030138093
ASM9965	3	7	1840	878	0.001496	0.324684575	NA	NA	NA	0.703	NA	NA	NA	NA	NA	0.645502646	0.320818071	NA	NA	0.018335862	7.333333333	26	0.018335862
ASM9966	4	8	1564	551	0.000659691	0.225681795	0.177	NA	NA	0.703	NA	0.666666667	0.765	0.666666667	0.765	0.481481481	0.707163277	NA	NA	0.267056047	6	52.33333333	0.267056047
ASM9967	7	34	6194	12725	0.452304321	0.013888889	1	0.624	NA	NA	NA	1	0.986666667	1	0.986666667	1	0.986111111	0.983	0.997	0.422649731	31.66666667	24.33333333	0.422649731
ASM9968	2	3	1921	1459	0.547218733	0.004981534	1	0.61	NA	NA	SE	1	0.998666667	1	0.998666667	0.998563218	0.993581685	0.996	0.999	0.34851499	231.3333333	351.6666667	0.34851499
ASM9969	7	20	11844	7870	0.906164821	0.022675612	0.904	0.702	0.826	0.815	NA	0.561	0.542666667	0.561	0.542666667	0.601400423	0.578724811	0.999	0.998	0.038995065	90.33333333	148.6666667	0.038995065
ASM9970	5	33	28063	15633	0.958715852	0.095974097	0.212	0.933	0.0142	0.0427	NA	0.888095238	0.895285714	0.888095238	0.895285714	0.49869281	0.587256494	0.999	0.998	0.101983368	16.66666667	39.33333333	0.101983368
ASM9971	10	12	6645	3727	0.981688446	0.015595516	0.0927	0.809	0.245	0.278	NA	0.539666667	0.592833333	0.539666667	0.592833333	0.780801216	0.795266789	0.995	0.997	0.694870078	138.3333333	269	0.694870078
ASM9972	10	19	33188	19382	0.119555793	0.011072472	NA	0.61	NA	0.115	NA	NA	NA	NA	NA	0.964515022	0.960809457	0.983	0.994	0.103114673	350	630.6666667	0.103114673
ASM9973	3	15	3019	5005	0.268367058	0.086811753	0.957	0.934	0.568	0.417	NA	0.511333333	0.501333333	0.511333333	0.501333333	0.505578931	0.54853229	0.746	0.934	0.036350069	96.66666667	69.66666667	0.036350069
ASM9974	3	4	2492	1267	1	0.01417591	0.79	0.681	0.868	0.421	NA	0.759	0.772333333	0.759	0.772333333	0.720974004	0.709757703	0.727	0.723	0.653315649	81.66666667	171.3333333	0.653315649
ASM9975	2	3	2464	1066	0.650352282	0.017609149	0.29	0.629	NA	NA	SE	0.984	0.964333333	0.984	0.964333333	0.954978229	0.972587378	0.982	0.995	0.138063203	51.66666667	121.6666667	0.138063203
ASM9976	2	4	937	427	0.088621139	0.017609149	0.0809	0.924	NA	NA	ASS	0.934666667	0.980333333	0.934666667	0.980333333	0.954978229	0.972587378	0.976	0.898	0.138063203	51.66666667	121.6666667	0.138063203
ASM9977	4	47	11759	6844	0.037285648	NA	3.93E-10	1	1.42E-05	1.60E-05	NA	0.859066667	0.6738	0.859066667	0.6738	NA	NA	0.997	0.995	NA	1	3	NA
ASM9978	7	13	15283	11210	0.133974888	0.013132161	NA	0.79	0.198	0.142	NA	NA	NA	NA	NA	0.552422037	0.555931657	0.964	0.971	0.254758603	92.33333333	135	0.254758603
ASM9979	5	24	6075	5396	0.66008014	0.062748281	1	0.616	NA	NA	NA	0.993666667	0.985	0.993666667	0.985	0.709663866	0.646915584	0.976	0.996	0.281227942	17	19.66666667	0.281227942
ASM9980	2	23	13074	10121	0.41134267	0.070784516	0.0259	0.85	NA	0.386	NA	0.916333333	0.979333333	0.916333333	0.979333333	0.85153957	0.796414917	0.997	0.995	0.32556552	59	83.66666667	0.32556552
ASM9981	3	5	303	208	0.827385874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.666666667	4	NA
ASM9982	5	22	6068	3316	4.69E-03	0.123945459	0.109	0.894	0.095	8.74E-05	NA	0.7388	0.758533333	0.7388	0.758533333	0.418641592	0.48669601	0.993	0.997	0.013228482	86.66666667	163	0.013228482
ASM9983	3	15	11074	8868	0.04289087	0.015334115	0.00252	0.924	0.0246	0.057	NA	0.963333333	0.9165	0.963333333	0.9165	0.633132892	0.620555693	0.999	0.999	0.468107503	269.6666667	352.3333333	0.468107503
ASM9984	2	13	7333	12644	7.70E-01	0.028035731	NA	0.612	NA	4.04E-05	NA	NA	NA	NA	NA	0.950702709	0.971209034	0.987	0.992	0.066963844	515.3333333	326	0.066963844
ASM9985	4	5	4425	8546	2.25E-05	0.158211994	NA	1	0.00116	0.00288	NA	NA	NA	NA	NA	0.708586303	0.866798297	0.574	0.434	0.015003023	382.6666667	137.6666667	0.015003023
ASM9986	3	7	9601	21344	7.28E-01	0.021713099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97108592	0.992799019	NA	NA	0.011458926	703.3333333	348.3333333	0.011458926
ASM9987	2	3	437	29	0.637187182	0.033881747	0.0148	NA	NA	0.49	NA	1	0.945333333	1	0.945333333	1	0.966118253	NA	NA	0.063240156	7.333333333	67.66666667	0.063240156
ASM9988	4	9	3271	397	0.424718408	0.033881747	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.966118253	NA	NA	0.063240156	7.333333333	67.66666667	0.063240156
ASM9989	5	17	14156	4483	0.566402167	0.116413782	0.348	0.999	0.0175	0.000767	NA	0.500333333	0.564	0.500333333	0.564	0.609761583	0.726175365	0.729	0.609	0.229926618	55.33333333	156.3333333	0.229926618
ASM9990	9	16	1032	6203	0.004688759	0.101159957	NA	NA	NA	0.746	NA	NA	NA	NA	NA	0.50519174	0.557467386	NA	NA	0.000625933	99	14.66666667	0.000625933
ASM9991	2	3	337	318	0.360295634	0.000713062	0.436	0.701	NA	0.386	SE	0.802666667	0.676333333	0.802666667	0.676333333	0.610229277	0.609516215	0.755	0.788	0.991914789	27.33333333	37.66666667	0.991914789
ASM9992	3	4	2820	2871	0.107184562	0.054785132	NA	0.846	0.144	0.558	NA	NA	NA	NA	NA	0.682061044	0.638280172	0.711	0.797	0.032557536	101.6666667	113.3333333	0.032557536
ASM9993	4	7	83	54	0.079476923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.333333333	5	NA
ASM9994	22	19	0	3042	NA	0.441974501	NA	NA	NA	0.765	NA	NA	NA	NA	NA	0.441974501	0	NA	NA	1	63	0	1
ASM9995	6	7	277745	70743	0.004269337	0.070747876	NA	0.992	0.00171	0.00131	NA	NA	NA	NA	NA	0.895745928	0.824998052	0.984	0.992	0.000423635	3164.333333	13528.33333	0.000423635
ASM9996	2	18	1443	955	0.029217325	0.132588006	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.966666667	0.834078661	NA	NA	0.042959192	8.666666667	18	0.042959192
ASM9997	3	13	5930	6392	0.894394604	0.065387799	NA	0.915	NA	0.345	NA	NA	NA	NA	NA	0.810515894	0.745128096	0.999	0.999	0.146316108	215	230.6666667	0.146316108
ASM9998	10	9	7589	8908	0.226207077	0.095878196	0.0288	0.953	0.00887	0.0201	NA	0.726888889	0.722111111	0.726888889	0.722111111	0.531180839	0.6229434	1	0.999	0.004653851	664.3333333	598.3333333	0.004653851
ASM9999	4	5	1502	554	0.041604861	0.088141506	NA	0.913	NA	0.156	NA	NA	NA	NA	NA	0.498968008	0.410826503	0.339	0.362	0.01728314	18.66666667	63.33333333	0.01728314
ASM10000	8	13	5690	2538	0.19991636	0	NA	0.629	NA	NA	NA	NA	NA	NA	NA	1	1	0.992	0.988	NA	11.66666667	28.66666667	NA
ASM10001	4	5	3484	2572	0.322421003	0.032270599	NA	0.944	0.0565	0.0581	NA	NA	NA	NA	NA	0.444626759	0.445141403	0.387	0.457	0.04692584	127.3333333	178.3333333	0.04692584
ASM10002	2	3	1395	616	0.568606114	0.011114864	NA	0.705	NA	0.917	NA	NA	NA	NA	NA	0.699444444	0.710559309	0.662	0.697	0.762038142	24.33333333	63.33333333	0.762038142
ASM10003	3	43	7340	3768	0.063245656	NA	5.44E-05	0.883	NA	0.00702	NA	0.989666667	0.857666667	0.989666667	0.857666667	NA	NA	0.994	0.987	NA	3	9	NA
ASM10004	3	18	651	978	0.241353822	NA	1	NA	NA	NA	NA	0.952333333	1	0.952333333	1	NA	NA	NA	NA	NA	0.666666667	0	NA
ASM10005	4	8	3580	4611	0.735590425	0.107410281	NA	0.937	NA	0.0457	NA	NA	NA	NA	NA	0.534215999	0.64162628	0.866	0.75	0.002310821	209.6666667	174.6666667	0.002310821
ASM10006	6	12	16150	9725	0.068333069	0.023842758	0.0443	0.974	0.0118	0.00805	NA	0.896866667	0.889133333	0.896866667	0.889133333	0.94261826	0.966461017	0.999	0.999	0.050555743	300	645.3333333	0.050555743
ASM10007	4	9	4752	6465	0.408546961	0.046798564	0.00603	0.857	NA	NA	NA	0.983666667	0.936333333	0.983666667	0.936333333	0.948181132	0.901382568	0.98	0.998	0.052344543	173.3333333	144	0.052344543
ASM10008	8	8	2321	2297	0.109085289	0	1	0.631	NA	0.73	NA	0.997166667	0.992166667	0.997166667	0.992166667	1	1	0.998	0.998	NA	8.666666667	12.66666667	NA
ASM10009	3	6	148	90	0.318067205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.666666667	6	NA
ASM10010	5	6	2541	2098	0.4142336	0.009723771	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962962963	0.972686734	NA	NA	0.696603131	17.66666667	24	0.696603131
ASM10011	6	6	737	754	NA	0.02477061	NA	0.699	NA	NA	NA	NA	NA	NA	NA	0.957210567	0.981981177	0.998	0.998	0.31406892	80.33333333	89	0.31406892
ASM10012	2	5	325	222	0.738260043	0	NA	0.614	NA	NA	NA	NA	NA	NA	NA	1	1	0.988	0.988	1	15.33333333	21	1
ASM10013	6	17	7758	7220	NA	0.031052884	0.53	0.688	0.686	0.363	NA	0.974166667	0.962333333	0.974166667	0.962333333	0.744604229	0.772253673	0.996	0.995	0.452231908	118.3333333	151	0.452231908
ASM10014	6	6	833	1139	0.051945155	0.333333333	NA	0.971	NA	0.00295	NA	NA	NA	NA	NA	0.666666667	1	0.993	0.939	1	7.333333333	13	1
ASM10015	2	19	112702	80739	0.571436354	0.142643468	1	0.71	0.0398	0.114	NA	0.991	0.995444444	0.991	0.995444444	0.605010893	0.489163614	1	1	0.15234244	18.33333333	16.66666667	0.15234244
ASM10016	2	3	1869	1439	0.64088202	0.002380952	NA	0.619	NA	NA	NA	NA	NA	NA	NA	0.997619048	1	0.961	0.984	0.422649731	135.3333333	178.6666667	0.422649731
ASM10017	2	15	2436	891	NA	0.107975676	0.155	0.9	NA	NA	NA	0.906	0.968333333	0.906	0.968333333	0.797301587	0.905277263	0.998	0.992	0.349610222	31.66666667	88	0.349610222
ASM10018	2	3	654	259	0.730564107	0.01706137	NA	NA	NA	0.223	ASS	NA	NA	NA	NA	0.566666667	0.549605297	NA	NA	0.753475134	10.66666667	34	0.753475134
ASM10019	4	38	59022	77212	0.075082005	0.033673821	0.0363	0.95	0.00127	0.00188	NA	0.724666667	0.709083333	0.724666667	0.709083333	0.947124663	0.913450842	1	1	0.001097805	397	330.3333333	0.001097805
ASM10020	2	3	767	1123	0.337937179	0.016741395	NA	0.7	0.641	0.633	NA	NA	NA	NA	NA	0.591688818	0.608430213	0.635	0.6	0.697567063	94.66666667	76.33333333	0.697567063
ASM10021	2	3	2705	3778	0.89532943	0.003710173	1	0.61	NA	NA	NA	0.995333333	0.992666667	0.995333333	0.992666667	0.98953037	0.993240543	0.998	0.999	0.553289057	189.6666667	148	0.553289057
ASM10022	2	3	3221	4382	0.233778381	0.035976318	0.0647	0.726	0.143	0.0763	NA	0.952	0.912666667	0.952	0.912666667	0.962856827	0.926880509	0.901	0.95	0.000733812	197	159.6666667	0.000733812
ASM10023	4	16	545	1015	0.986010516	0.065101479	0.774	NA	NA	0.074	NA	0.587	0.569333333	0.587	0.569333333	0.517698658	0.477777778	NA	NA	0.079275968	18.66666667	10.66666667	0.079275968
ASM10024	3	28	20512	21018	1	NA	0.0545	0.657	0.408	0.00118	NA	0.910333333	0.868666667	0.910333333	0.868666667	NA	NA	0.999	1	NA	0	0	NA
ASM10025	4	13	6169	11129	0.999520161	0.040789708	0.806	0.769	0.262	0.149	NA	0.833266667	0.836266667	0.833266667	0.836266667	0.547044459	0.573334257	0.965	0.964	0.154796847	567	343	0.154796847
ASM10026	2	3	554	362	0.346626587	0.021591805	1	0.612	NA	NA	SE	1	0.971333333	1	0.971333333	1	0.978408195	0.994	0.99	0.220974507	22.33333333	43.33333333	0.220974507
ASM10027	4	39	3897	6139	0.005314725	0.313229283	NA	0.86	NA	0.268	NA	NA	NA	NA	NA	0.653437384	0.9	0.995	0.997	0.100462682	21.33333333	7.333333333	0.100462682
ASM10028	7	6	9981	10772	0.266731282	NA	0.0842	0.61	0.0848	0.149	NA	0.845666667	0.930666667	0.845666667	0.930666667	NA	NA	0.979	0.982	NA	1.666666667	6	NA
ASM10029	4	15	33336	20177	0.021202298	0.050904391	1	0.614	0.103	0.0349	NA	0.982	0.979111111	0.982	0.979111111	0.925696594	0.976600985	1	1	0.304402569	16.33333333	28.33333333	0.304402569
ASM10030	3	44	15364	18718	0.940481684	0.08828517	1	0.675	0.898	0.997	NA	1	0.984333333	1	0.984333333	0.756845842	0.709453102	0.994	0.998	0.192536632	31.66666667	44	0.192536632
ASM10031	7	24	8059	9833	0.244986014	0.032981967	0.195	0.853	0.229	0.328	NA	0.709666667	0.769	0.709666667	0.769	0.500211707	0.506279049	0.999	0.999	0.225957927	117.6666667	101.3333333	0.225957927
ASM10032	6	18	1218	677	0.121435468	0.092926761	0.416	NA	NA	NA	NA	0.607666667	0.693333333	0.607666667	0.693333333	0.505291005	0.426510721	NA	NA	0.289729005	8	17.33333333	0.289729005
ASM10033	9	9	6876	12566	0.625325002	0.036895175	NA	0.649	NA	0.0225	NA	NA	NA	NA	NA	0.992186437	0.955291262	0.959	0.999	0.359500791	382.6666667	205	0.359500791
ASM10034	3	13	15272	7652	0.783283005	0.042928274	0.88	0.775	0.323	0.291	NA	0.878333333	0.868	0.878333333	0.868	0.568884819	0.525956545	0.893	0.914	0.216856056	64.33333333	133.6666667	0.216856056
ASM10035	5	7	4421	4834	0.412766236	0.03722504	NA	0.87	0.0583	0.0519	NA	NA	NA	NA	NA	0.545955501	0.583180541	0.985	0.955	0.363243735	378.3333333	362.3333333	0.363243735
ASM10036	6	30	3496	2754	0.984616632	0.127764977	0.0238	0.826	0.0112	0.0671	NA	0.617666667	0.632	0.617666667	0.632	0.473950333	0.592857143	0.995	0.989	0.010550806	27.66666667	32.66666667	0.010550806
ASM10037	6	22	6307	9154	1	0.022521125	0.543	0.763	0.795	0.00192	NA	0.870166667	0.889666667	0.870166667	0.889666667	0.990868464	0.968347339	0.999	1	0.474678557	306.6666667	239	0.474678557
ASM10038	3	5	4007	4936	0.703353689	0.010461435	NA	0.628	NA	0.0466	NA	NA	NA	NA	NA	0.919689099	0.930150534	0.913	0.932	0.099153024	270.6666667	224	0.099153024
ASM10039	2	5	3329	4505	0.895243896	0.001317523	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998682477	1	NA	NA	0.422649731	270.6666667	224	0.422649731
ASM10040	6	26	21966	35667	0.934433873	0.019587506	0.793	0.767	0.205	0.0126	NA	0.910888889	0.915833333	0.910888889	0.915833333	0.630741505	0.64335109	0.999	0.998	0.181147252	455.3333333	264.3333333	0.181147252
ASM10041	2	4	50	112	0.430535005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6.333333333	NA
ASM10042	7	18	619	843	NA	NA	0.000287	NA	NA	NA	NA	0.584666667	0.831666667	0.584666667	0.831666667	NA	NA	NA	NA	NA	8	6.666666667	NA
ASM10043	6	13	4455	5426	0.962997856	0.090223343	NA	0.998	0.426	0.0254	NA	NA	NA	NA	NA	0.405924003	0.347366054	0.993	0.881	0.013050771	70.33333333	63	0.013050771
ASM10044	2	4	7621	7761	0.399176862	0.03281535	NA	0.745	NA	0.394	NA	NA	NA	NA	NA	0.552086907	0.519271557	0.529	0.605	0.158332223	112.3333333	115.6666667	0.158332223
ASM10045	4	17	16493	16634	0.328861957	0.100000165	NA	0.852	0.000591	0.0633	NA	NA	NA	NA	NA	0.720929067	0.820929232	1	1	0.043887364	170.6666667	190	0.043887364
ASM10046	9	7	7642	8232	0.00036726	0.045895998	1.10E-08	0.951	0.000591	0.00253	NA	0.946666667	0.9825	0.946666667	0.9825	0.703810085	0.743347244	0.995	0.954	0.070765765	695.6666667	666.6666667	0.070765765
ASM10047	4	43	21886	23536	0.000373816	0	1.14E-09	1	1.09E-06	4.86E-06	NA	0.922619048	0.92	0.922619048	0.92	1	1	0.999	0.999	NA	37.66666667	38.33333333	NA
ASM10048	2	3	229	324	0.04359723	0.117604528	NA	0.903	NA	NA	NA	NA	NA	NA	NA	0.88982675	0.772222222	0.793	0.961	0.20271237	29.33333333	28.33333333	0.20271237
ASM10049	2	4	56	59	0.018202299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.666666667	2.333333333	NA
ASM10050	2	4	39	23	0.020030862	NA	NA	NA	NA	NA	ASS	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.666666667	2.333333333	NA
ASM10051	2	4	255	22	0.03808344	0.10300207	NA	NA	NA	NA	ASS	NA	NA	NA	NA	1	0.89699793	NA	NA	0.01832975	2.333333333	22.66666667	0.01832975
ASM10052	4	28	8637	10167	0.068433898	0.084467892	0.0974	0.725	NA	0.163	NA	0.951777778	0.980444444	0.951777778	0.980444444	0.657297272	0.741765164	0.996	0.998	0.02122592	120	101.6666667	0.02122592
ASM10053	6	16	3838	3977	0.211081686	0.090203369	0.0339	0.981	0.0185	0.0176	NA	0.852833333	0.862583333	0.852833333	0.862583333	0.321906916	0.412110285	0.999	0.993	0.054272924	232.6666667	260.3333333	0.054272924
ASM10054	2	3	312	406	0.486117512	0.088154102	NA	0.791	0.698	0.456	NA	NA	NA	NA	NA	0.826097106	0.914251208	0.919	0.781	0.069629584	30.66666667	23.33333333	0.069629584
ASM10055	3	26	20676	20115	0.411315744	0.028930975	1	0.644	NA	NA	NA	0.981666667	0.992	0.981666667	0.992	0.916687515	0.88775654	0.999	0.999	0.281510601	226.6666667	260.3333333	0.281510601
ASM10056	3	22	25072	24203	0.26770932	0.078916235	0.288	0.846	0.158	0.192	NA	0.855166667	0.837666667	0.855166667	0.837666667	0.578571091	0.500777001	1	0.999	0.032930206	38.66666667	40	0.032930206
ASM10057	2	3	979	538	0.901513695	0.031532326	0.809	0.748	0.796	0.355	NA	0.848333333	0.861666667	0.848333333	0.861666667	0.914636328	0.883104002	0.914	0.859	0.135237568	85	168	0.135237568
ASM10058	2	3	432	323	0.864814093	0.00569202	1	0.62	NA	NA	SE	0.979	0.965666667	0.979	0.965666667	0.980643539	0.974951519	0.98	0.971	0.737528345	51.33333333	76.66666667	0.737528345
ASM10059	4	16	5702	6472	2.77E-05	NA	1	0.61	NA	NA	NA	0.995	0.997333333	0.995	0.997333333	NA	NA	0.999	0.999	NA	0	0	NA
ASM10060	2	14	4639	4798	1	0.003896945	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.802818015	0.80671496	0.999	0.999	0.87816752	179.3333333	185	0.87816752
ASM10061	4	8	367	367	0.109265214	0.042490842	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.390831391	0.427705628	NA	NA	0.42537816	12	11.66666667	0.42537816
ASM10062	2	4	8	4	0.907595603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	0.333333333	NA
ASM10063	9	10	4260	6906	0.015333686	0.096705124	0.00092	0.999	0.0998	0.00379	NA	0.877833333	0.807	0.877833333	0.807	0.826451929	0.729746805	0.985	0.979	0.078153212	576.3333333	380	0.078153212
ASM10064	2	3	4252	6897	0.668018792	0.021768664	NA	0.889	0.0177	0.0196	ASS	NA	NA	NA	NA	0.799089006	0.777320342	0.763	0.819	0.048755923	825	549.6666667	0.048755923
ASM10065	10	17	52776	97690	NA	0.007592453	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.87363711	0.881229563	0.999	1	0.734029088	746.3333333	439	0.734029088
ASM10066	2	4	1701	2421	0.984599398	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	0.998	NA	2.333333333	1	NA
ASM10067	2	3	215	557	0.370326166	0.059445938	4.49E-05	NA	NA	NA	SE	0.835	1	0.835	1	0.882683692	0.94212963	NA	NA	0.229414823	31	16	0.229414823
ASM10068	9	9	8032	8862	0.398603118	0.137334664	0.971	0.814	0.889	0.00449	NA	0.588	0.605666667	0.588	0.605666667	0.542302233	0.679636897	0.674	0.704	0.10541535	81.66666667	73	0.10541535
ASM10069	8	17	11014	14904	0.187380681	0.011705452	0.248	0.615	NA	0.259	NA	0.973333333	0.991	0.973333333	0.991	0.975530458	0.964753281	0.989	0.971	0.134029302	354.6666667	291	0.134029302
ASM10070	2	3	886	686	8.68E-01	0.11506734	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85462963	0.96969697	NA	NA	0.048943517	9	11.33333333	0.048943517
ASM10071	3	5	166	221	0.881862484	0.136834734	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7416122	0.64799253	NA	NA	0.013050111	18.33333333	15.33333333	0.013050111
ASM10072	2	3	627	516	0.310891468	0.011614998	0.000676	0.875	NA	NA	SE	0.993	0.913333333	0.993	0.913333333	0.985099846	0.973484848	0.926	0.988	0.515248804	70	86.33333333	0.515248804
ASM10073	5	17	96810	57139	1	0.000777439	NA	0.646	0.857	0.136	NA	NA	NA	NA	NA	0.999354015	0.998576576	1	1	0.576955598	1032.666667	1877	0.576955598
ASM10074	2	16	12318	12516	0.476750204	0.011480395	1	0.61	NA	0.256	NA	0.998333333	1	0.998333333	1	0.959149218	0.953045548	0.999	0.999	0.636479191	73	78.33333333	0.636479191
ASM10075	3	18	12372	13304	0.65709464	0.081201847	0.0676	0.777	0.11	0.14	NA	0.724	0.728	0.724	0.728	0.491979551	0.54342608	0.994	0.999	0.090138827	168.6666667	167	0.090138827
ASM10076	3	6	173	287	0.721588918	0.041666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.958333333	NA	NA	0.422649731	15.33333333	7.333333333	0.422649731
ASM10077	8	9	1882	3846	0.923577957	0.011519658	NA	0.744	0.525	0.786	NA	NA	NA	NA	NA	0.82536004	0.82670794	0.87	0.801	0.281674982	126	66.66666667	0.281674982
