ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p01	leafcutter_p_value	jum_p_value	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	RegP	TotalCountG1	TotalCountG2
ASM9387	4	8	704	561	0.114895369	NA	1	0.023	NA	NA	NA	0.810604871	0.656500288	0.972	0.88	NA	NA	0.986	0.905	0.24331873	15	18.66666667
ASM9388	11	9	482	338	0.686666346	NA	0.822	0.0169	NA	0.0905	NA	0.460911404	0.271382249	0.717833333	0.712333333	NA	NA	0.991	0.99	NA	0	0
ASM9389	2	3	0	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.333333333	0
ASM9390	17	21	2490	10909	0.189209383	NA	2.03E-06	0.337	0.16	0.0922	NA	0.566315533	0.514494005	0.930380952	0.958952381	NA	NA	0.996	0.99	NA	13	5
ASM9391	9	27	0	683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.333333333	0
ASM9392	2	5	3301	19950	1	NA	NA	1.64E-23	NA	0.0579	NA	0.979128801	0.9730742	NA	NA	NA	NA	0.999	1	0.801934284	1405	240
ASM9393	2	3	0	12508	NA	0.864685735	NA	NA	NA	0.0844	NA	NA	NA	NA	NA	0	0.864685735	NA	NA	0.801934284	270	0
ASM9394	4	8	1023	3371	NA	0.077571842	NA	0.00059	NA	NA	NA	NA	NA	NA	NA	0.619289714	0.561372403	0.958	0.982	0.217461224	91	26.33333333
ASM9395	2	7	1251	10116	0.0063938	0.038192799	NA	6.76E-05	NA	NA	NA	0.927940111	0.880686749	NA	NA	0.926262626	0.888069827	0.99	0.999	0.282652555	219.3333333	31
ASM9396	2	4	162	258	0.410581705	NA	NA	NA	0.453	0.127	NA	0.568898043	0.638012757	NA	NA	NA	NA	NA	NA	NA	12	7.333333333
ASM9397	2	5	420	922	1	NA	0.63	0.824	0.453	0.0692	NA	0.784601149	0.765276511	0.835666667	0.851666667	NA	NA	0.989	0.995	0.944504962	78.33333333	37.33333333
ASM9398	3	4	435	986	0.938844864	NA	0.0652	0.00611	NA	NA	NA	0.963215558	0.944500007	0.966666667	0.958333333	NA	NA	0.894	0.939	0.795890295	108.6666667	52
ASM9399	9	18	1318	2786	NA	0.037678449	0.00668	0.824	0.453	0.0692	NA	NA	NA	0.892083333	0.86	0.649415205	0.686683007	0.905	0.939	0.678836392	32	15.33333333
ASM9400	2	3	1184	4487	0.932796416	0.010672149	1	0.00126	NA	0.0591	SE	0.961120759	0.962588899	0.957666667	0.965333333	0.957910275	0.968582424	0.973	0.969	0.353734897	415	121
ASM9401	2	3	675	2487	0.526901608	0.013814251	0.856	0.00217	0.709	0.0794	SE	0.780052049	0.794919393	0.778	0.803333333	0.775543585	0.789357836	0.807	0.812	0.587680921	431	120.3333333
ASM9402	7	8	110790	233044	2.18E-05	0	1	5.33E-08	4.81E-09	0.00502	NA	0.50594221	0.507326352	0.992	0.993	1	1	1	1	0.99999397	73.66666667	30
ASM9403	3	6	78	1951	0.246828715	0.208349326	NA	NA	NA	0.13	NA	0.745564942	0.446766107	NA	NA	0.444444444	0.324847726	NA	NA	0.311918967	49.33333333	2.333333333
ASM9404	5	11	754	2191	0.084539995	0.12561578	0.952	0.176	NA	0.13	NA	0.476186434	0.536894306	0.537666667	0.553	0.412622393	0.287006612	0.519	0.68	0.037244781	73.66666667	26.66666667
ASM9405	6	9	151	139	0.565950399	NA	NA	NA	NA	NA	NA	0.445597202	0.700736477	NA	NA	NA	NA	NA	NA	NA	6.333333333	6.666666667
ASM9406	2	3	16562	39934	0.437068676	0.001841206	1	1.60E-18	NA	0.0994	SE	0.997680292	0.993779311	0.999	0.997	0.997147054	0.995305848	0.999	0.998	0.115815609	3456.666667	1496.333333
ASM9407	9	24	8183	13138	NA	0.168945356	NA	0.0376	NA	0.0997	NA	NA	NA	NA	NA	0.734747811	0.903693167	0.997	0.998	7.35E-08	114	88
ASM9408	19	28	19276	59740	NA	NA	0.000246	0.0612	0.000179	0.0313	NA	NA	NA	0.966904762	0.987	NA	NA	1	0.999	NA	10.33333333	3
ASM9409	5	9	530	967	0.078966278	0.136872017	NA	0.462	0.0486	0.134	NA	0.444546569	0.619001968	NA	NA	0.690753691	0.553881674	0.651	0.825	0.175693685	22.66666667	13
ASM9410	2	3	6752	3659	0.792287782	NA	NA	3.57E-06	NA	NA	NA	0.861503855	0.894842511	NA	NA	NA	NA	0.98	0.975	0.297396006	68.33333333	133
ASM9411	13	16	3621	11613	NA	0.33595594	0.00025	0.000897	0.698	0.208	NA	NA	NA	0.9812	0.903066667	0.655913978	0.991869919	0.998	0.999	0.359375957	55.66666667	15.33333333
ASM9412	8	17	14401	47004	1	0.048164725	NA	0.00989	0.236	0.0548	NA	0.561382837	0.553148634	NA	NA	0.374254049	0.326089325	0.988	0.985	0.556839486	66.66666667	21
ASM9413	2	17	7161	18808	0.898092878	0	0.501	0.0747	0.266	0.03	NA	0.892565491	0.888286471	0.572333333	0.608	1	1	0.998	0.999	0.999993939	136	56
ASM9414	18	24	1273	5265	0.001402329	NA	0.0695	0.296	NA	0.0872	NA	0.419638636	0.480733807	0.944333333	0.9675	NA	NA	0.994	0.999	NA	0	0
ASM9415	7	10	945	2941	0.87269557	0.020382108	0.794	0.00114	NA	0.0749	NA	0.924976729	0.910645797	0.959	0.932333333	0.967479675	0.947097567	0.952	0.94	0.459612447	105.3333333	37
ASM9416	3	17	3920	20196	1	NA	1	1.54E-05	0.158	0.0379	NA	0.749429133	0.743917619	0.9965	0.9955	NA	NA	0.997	0.999	NA	0	0
ASM9417	3	6	26822	92598	0.301720099	0.025258478	NA	1.08E-08	0.152	0.0496	NA	0.944480418	0.957183031	NA	NA	0.941171661	0.964725453	0.953	0.969	5.63E-05	1345	425
ASM9418	2	7	3082	8052	0.051662739	NA	NA	NA	NA	NA	NA	0.638339605	0.60465911	NA	NA	NA	NA	NA	NA	0.008621875	323.3333333	128
ASM9419	2	8	3998	11123	0.040471227	NA	NA	1.02E-05	NA	NA	NA	0.939882931	0.977391857	NA	NA	NA	NA	0.998	0.999	0.008621875	323.3333333	128
ASM9420	2	6	3893	10464	0.354456449	NA	NA	5.20E-14	NA	0.0452	NA	0.939008713	0.963093255	NA	NA	NA	NA	0.999	0.999	0.008621875	323.3333333	128
ASM9421	7	8	440	1889	0.115550022	0.194508586	NA	0.212	0.0172	0.0967	NA	0.612990636	0.41088108	NA	NA	0.523148148	0.371619364	0.995	0.986	0.160037102	43	7
ASM9422	13	37	5704	20380	0.514754654	0.018414081	1	0.0147	0.335	0.0855	NA	0.350871125	0.331516129	0.971833333	0.981666667	0.958333333	0.970007218	0.995	0.999	0.328120221	100.3333333	31.33333333
ASM9423	9	18	3243	27156	0.166594693	0.0087146	0.00523	0.037	0.0923	0.0471	NA	0.782576173	0.682752608	0.95475	0.956	0.80884158	0.81755618	0.995	0.998	0.730756991	582.6666667	80
ASM9424	3	9	96	71	0.167927558	NA	NA	NA	NA	NA	NA	0.68131632	0.308039789	NA	NA	NA	NA	NA	NA	NA	1	1.666666667
ASM9425	13	22	1155	3850	0.345113126	0.024738456	1	0.367	0.0161	0.0486	NA	0.663907211	0.674390924	0.827333333	0.961	0.904761905	0.929500361	0.995	0.996	0.636729921	33.33333333	14.33333333
ASM9426	11	15	4194	10413	0.927275497	0.028852854	0.0196	0.122	0.652	0.0772	NA	0.575795871	0.535920658	0.975666667	0.935	0.690325477	0.719178331	0.994	0.998	0.710839999	58	24.66666667
ASM9427	2	5	4	123	0.047934131	NA	NA	NA	NA	NA	NA	0.538391287	0.568573976	NA	NA	NA	NA	NA	NA	NA	5.333333333	0.333333333
ASM9428	3	5	0	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.333333333	0.333333333
ASM9429	3	15	127	40	1	NA	NA	NA	NA	NA	NA	0.852217599	0.686804423	NA	NA	NA	NA	NA	NA	NA	0.666666667	2.666666667
ASM9430	17	45	5494	9835	0.357626065	NA	0.14	0.00737	NA	0.675	NA	0.423343035	0.455154356	0.95247619	0.963809524	NA	NA	0.993	0.996	NA	1.333333333	4
ASM9431	2	3	744	2246	1	0.021012918	0.78	0.134	0.602	0.0466	SE	0.693623271	0.691639513	0.656	0.688	0.732276364	0.711263446	0.991	0.988	0.595935956	159	56
ASM9432	2	3	353	2353	0.136902767	0.089186358	0.000953	0.787	0.00349	0.063	SE	0.88489116	0.771599547	0.901333333	0.752333333	0.860787512	0.771601154	0.911	0.765	0.047952632	222.6666667	35.33333333
ASM9433	2	9	14	84	0.415487422	NA	NA	NA	NA	NA	NA	0.862687702	0.75037405	NA	NA	NA	NA	NA	NA	NA	4.666666667	1.333333333
ASM9434	11	18	2867	11092	0.211742342	0.009625668	0.844	0.0128	0.857	0.0262	NA	0.550624717	0.512948781	0.652333333	0.678666667	0.977777778	0.987403446	0.997	0.999	0.447239699	106.3333333	27.66666667
ASM9435	5	6	1996	9351	0.003403575	0.015750468	0.139	0.0587	0.313	0.0292	NA	0.65968072	0.584188674	0.978222222	0.961666667	0.670868903	0.68479593	0.998	1	0.170156678	574	138.6666667
ASM9436	2	3	113	349	0.010734862	NA	NA	NA	NA	NA	NA	0.998397362	0.791135951	NA	NA	NA	NA	NA	NA	0.999998318	15.33333333	5.333333333
ASM9437	2	4	523	1130	0.75412824	NA	NA	1.60E-18	NA	NA	NA	0.889142431	0.875453522	NA	NA	NA	NA	0.999	0.998	NA	2.333333333	0.666666667
ASM9438	14	21	5302	4694	0.019449384	0.188291998	0.0147	0.891	NA	0.0786	NA	0.637828209	0.710439509	0.943166667	0.977833333	0.823392294	0.635100296	0.998	0.997	0.005588938	31.66666667	27.33333333
ASM9439	5	9	67	55	0.176987349	NA	NA	NA	NA	NA	NA	0.16875117	0.854313404	NA	NA	NA	NA	NA	NA	NA	2	3
ASM9440	6	19	2788	2456	0.070102658	0.01025641	NA	0.242	NA	0.0971	NA	0.403590616	0.389689413	NA	NA	0.867521368	0.877777778	0.994	0.983	0.858434161	11.33333333	12.66666667
ASM9441	5	8	1240	2764	0.742687802	0.07562978	0.923	0.0771	0.786	0.251	NA	0.545726622	0.557094419	0.891	0.875	0.388888889	0.464518668	0.971	0.897	0.313700839	52.33333333	21.33333333
ASM9442	9	12	3303	2703	0.101457718	0.074316036	0.353	0.0559	0.528	0.0707	NA	0.5024076	0.379858071	0.6735	0.624	0.504813621	0.559898888	0.998	0.995	0.134951734	52.33333333	94.33333333
ASM9443	5	11	4281	3947	0.151318083	0.026118133	0.421	0.0217	0.631	0.0523	NA	0.513829048	0.635965516	0.968	0.947	0.928039344	0.921047324	0.998	0.998	0.101321539	120	141.3333333
ASM9444	7	13	1661	1990	0.391282067	NA	NA	0.104	0.0174	0.0385	NA	0.59222881	0.612640357	NA	NA	NA	NA	0.997	0.997	NA	1	1.666666667
ASM9445	2	3	251	669	0.200507515	0.031300322	0.000518	NA	NA	0.0706	SE	0.993853339	0.934148723	1	0.906	0.981481481	0.950181159	NA	NA	0.296150793	45.33333333	19.33333333
ASM9446	7	11	3137	4278	0.359020906	0.300569801	NA	0.0398	NA	0.0602	NA	0.586640967	0.589308616	NA	NA	0.727920228	0.427350427	0.996	0.988	0.241651021	9	14.66666667
ASM9447	10	23	8098	8273	0.025720134	0.007680283	0.00263	0.2	0.0134	0.0304	NA	0.500299049	0.40022362	0.62	0.775	0.973438583	0.975304229	0.999	0.999	0.462645354	95	101.3333333
ASM9448	2	3	1162	1501	0.592954206	0.016366773	0.603	0.0248	0.941	0.0346	SE	0.525076709	0.579789256	0.571	0.602333333	0.57453389	0.558167117	0.583	0.556	0.757940945	105.3333333	79.66666667
ASM9449	2	3	1767	2998	0.036924574	NA	0.00131	0.00854	NA	0.0888	SE	0.928603182	0.986968423	0.934	0.990333333	NA	NA	0.935	0.988	0.176057729	236	144.3333333
ASM9450	3	5	6186	10906	0.337141151	0.016281842	0.521	2.15E-06	NA	0.566	NA	0.98107641	0.966965006	0.974333333	0.958	0.973517456	0.958576376	0.966	0.953	0.151252697	239.6666667	142.3333333
ASM9451	4	6	3256	2811	0.598456253	NA	NA	0.293	0.281	0.0659	NA	0.390890462	0.443964212	NA	NA	NA	NA	0.982	0.875	0.999999749	36	38.33333333
ASM9452	2	5	3570	3057	0.731128456	NA	NA	6.21E-20	NA	NA	NA	0.985686254	0.980132414	NA	NA	NA	NA	0.999	0.999	0.990514254	174.6666667	220.6666667
ASM9453	19	10	132	32	0.030977135	NA	NA	NA	NA	NA	NA	0.295234699	0.518131956	NA	NA	NA	NA	NA	NA	NA	2.333333333	4.666666667
ASM9454	8	13	32705	54950	1	0.023992956	0.0031	0.324	0.0179	0.0112	NA	0.801218465	0.750587609	0.862	0.815	0.808385851	0.832378807	0.999	0.998	0.088553906	954.6666667	426.6666667
ASM9455	4	8	828	1743	0.7684876	NA	NA	0.00623	NA	NA	NA	0.61421264	0.633495698	NA	NA	NA	NA	0.99	0.963	NA	4.666666667	2
ASM9456	11	20	2677	10697	0.07690873	NA	1	0.000122	NA	0.0425	NA	0.744132457	0.744562488	1	0.994	NA	NA	0.998	0.999	NA	2.666666667	0.333333333
ASM9457	2	4	1623	1922	0.366576027	NA	1	1.34E-13	NA	NA	NA	0.999510916	0.993472348	1	0.996666667	NA	NA	0.998	0.989	0.999991439	217.6666667	180
ASM9458	13	20	7792	7678	0.573556326	NA	0.0167	0.0919	NA	0.0916	NA	0.502707295	0.545287274	0.937	0.9876	NA	NA	0.999	0.999	NA	0.333333333	0
ASM9459	4	8	114	309	0.481559312	NA	NA	NA	NA	NA	NA	0.759980263	0.631118003	NA	NA	NA	NA	NA	NA	NA	13	5
ASM9460	2	3	1559	1646	0.858710791	0.02178394	0.647	0.0265	NA	0.199	SE	0.928565948	0.952408508	0.891	0.938666667	0.952894328	0.931110387	0.799	0.774	0.455459293	48	48
ASM9461	2	5	996	1649	0.302005179	NA	NA	2.29E-07	NA	NA	NA	0.985771393	0.99706109	NA	NA	NA	NA	0.983	0.997	0.992309912	110	70.33333333
ASM9462	2	3	5805	7071	0.039530757	0.079771036	0.0785	0.325	0.0668	0.0616	SE	0.53691138	0.627633549	0.510333333	0.618	0.55741731	0.637188346	0.573	0.636	0.005895216	221.3333333	166.3333333
ASM9463	6	28	13313	10781	0.695481816	0.054748941	NA	0.00893	NA	0.0919	NA	0.426490452	0.456423125	NA	NA	0.695732922	0.67015124	0.907	0.866	0.103591894	30.66666667	37.33333333
ASM9464	12	20	5130	4383	0.042214418	NA	0.938	0.958	0.2	0.0426	NA	0.227151166	0.249461183	0.8145	0.808833333	NA	NA	0.997	0.998	NA	2.333333333	6
ASM9465	2	4	19	2	0.119314361	NA	NA	NA	NA	NA	NA	0.669684539	0.644671433	NA	NA	NA	NA	NA	NA	NA	0.333333333	1.333333333
ASM9466	11	26	4773	3988	0.240921537	NA	0.0446	0.403	0.0193	0.0572	NA	0.525320151	0.454895503	0.894333333	0.789666667	NA	NA	0.942	0.872	NA	0	0
ASM9467	2	3	1	3	0.483259072	NA	NA	NA	NA	0.254	NA	0.302965515	0.717641356	NA	NA	NA	NA	NA	NA	NA	0	0.333333333
ASM9468	13	17	1743	2207	0.021926348	NA	0.00732	0.163	0.786	0.119	NA	0.296257138	0.383150027	0.8885	0.881	NA	NA	0.992	0.993	NA	0	0
ASM9469	5	14	1730	1493	0.041729903	NA	0.104	0.596	0.104	0.0821	NA	0.398264806	0.368256679	0.624583333	0.676583333	NA	NA	0.758	0.8	NA	0	0
ASM9470	13	22	985	692	0.001100662	NA	0.000728	0.73	NA	0.0883	NA	0.430227532	0.40595332	0.746833333	0.773166667	NA	NA	0.931	0.887	NA	7.333333333	10
ASM9471	2	3	363	308	0.206254457	NA	0.713	0.115	NA	NA	SE	0.771577222	0.710691984	0.741333333	0.724333333	NA	NA	0.972	0.924	0.687916408	23.33333333	29.66666667
ASM9472	2	4	631	673	0.067259789	NA	NA	NA	NA	NA	NA	0.957038276	0.745051709	NA	NA	NA	NA	NA	NA	NA	7.666666667	8.333333333
ASM9473	3	13	830	694	0.152479943	NA	NA	NA	NA	NA	NA	0.590037497	0.854264911	NA	NA	NA	NA	NA	NA	NA	7.666666667	8.333333333
ASM9474	5	9	1517	931	0.591525216	0.236944643	0.271	NA	NA	0.152	NA	0.580201633	0.667491378	0.631666667	0.592666667	0.530857687	0.293913043	NA	NA	0.001936478	23.66666667	41
ASM9475	2	4	6	94	0.635110381	NA	NA	NA	NA	NA	NA	0.683427502	0.953020167	NA	NA	NA	NA	NA	NA	NA	6	0.333333333
ASM9476	9	9	3011	1555	0.953513799	0.044528715	0.00585	0.335	0.0908	0.0396	NA	0.522898057	0.549193541	0.7155	0.6515	0.627990455	0.655012531	0.996	0.994	0.355079137	37.66666667	83.33333333
ASM9477	2	5	2031	987	0.126812539	NA	NA	7.90E-07	NA	NA	NA	0.979314521	0.983047064	NA	NA	NA	NA	0.998	0.995	0.999994583	37.33333333	83.33333333
ASM9478	2	3	1571	771	0.333940743	0.056072422	0.5	0.0199	NA	0.0977	SE	0.857031177	0.861858389	0.848333333	0.889666667	0.832759267	0.888831689	0.866	0.875	0.184743927	36	82.33333333
ASM9479	9	23	9	852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2
ASM9480	7	6	2095	1512	0.817653122	0.006872852	1	3.11E-10	NA	NA	NA	0.975783309	0.98770536	0.993	0.993833333	0.976940266	0.98012858	0.999	0.997	0.983386811	118	184.3333333
ASM9481	12	28	7470	4519	0.086204307	0.015259052	0.054	0.0507	NA	0.365	NA	0.324842139	0.349857292	0.933333333	0.928166667	0.411153261	0.395894209	0.956	0.951	0.677123818	88.66666667	143.6666667
ASM9482	3	17	14588	5525	0.443746938	0.028329943	0.698	0.0163	0.95	0.0834	NA	0.718510387	0.722777705	0.784333333	0.775666667	0.828989289	0.856207254	0.82	0.818	0.337010167	67.33333333	185
ASM9483	18	28	4101	1011	0.061899559	0.210698829	2.78E-06	NA	NA	0.156	NA	0.737820293	0.422930947	0.764666667	0.785666667	0.545636409	0.533333333	NA	NA	0.065761206	5.666666667	52.33333333
ASM9484	12	31	5432	5970	0.329395596	NA	0.000622	0.977	0.0142	0.0502	NA	0.365225882	0.413665097	0.674222222	0.707166667	NA	NA	0.998	0.997	NA	4	3.333333333
ASM9485	2	3	7269	8316	0.331623193	0.045246441	0.0844	0.00078	0.262	0.0639	SE	0.84838141	0.885068305	0.843666667	0.879666667	0.842696707	0.887943148	0.852	0.88	0.000213314	538.6666667	504.3333333
ASM9486	11	26	16996	31024	1	0.105145557	1	4.20E-13	NA	0.0231	NA	0.571996516	0.619595627	0.999333333	1	0.335939518	0.37092201	0.999	1	4.09E-07	493	252.6666667
ASM9487	6	8	5819	2738	0.647790944	0.01354326	0.29	0.0449	0.579	0.025	NA	0.817293838	0.794944581	0.524166667	0.577666667	0.45910913	0.471114152	0.902	0.878	0.430413014	228	475.6666667
ASM9488	4	7	6612	3326	NA	0.007174252	NA	0.00253	0.822	0.0261	NA	NA	NA	NA	NA	0.739826011	0.739193365	0.999	0.999	0.865674899	47.33333333	106.6666667
ASM9489	2	5	66	8	1	NA	NA	NA	NA	NA	NA	0.87058622	0.670580137	NA	NA	NA	NA	NA	NA	NA	1	3.666666667
ASM9490	2	3	61	10	0.010253488	NA	NA	NA	NA	NA	NA	0.14056069	0.988147777	NA	NA	NA	NA	NA	NA	NA	1	3.666666667
ASM9491	14	17	3488	2581	0.115620392	0.101219388	4.79E-07	0.618	0.0901	0.0714	NA	0.582241944	0.682896247	0.845333333	0.846	0.746020432	0.710087046	0.959	0.954	0.020277681	33	60.33333333
ASM9492	2	3	312	396	0.291634621	NA	1	0.197	NA	NA	NA	0.923570686	0.975368047	0.870666667	0.963333333	NA	NA	0.983	0.992	0.628831131	33.33333333	30
ASM9493	2	4	296	323	0.721009002	NA	NA	0.00392	NA	0.0755	NA	0.99521204	0.995300664	NA	NA	NA	NA	0.994	0.996	NA	5.333333333	8.333333333
ASM9494	9	20	1783	4558	0.549355006	0.027306012	0.000246	0.0929	NA	0.0517	NA	0.441121795	0.402043963	0.928666667	0.867583333	0.840420798	0.813114786	0.991	0.997	0.540909567	41	22
ASM9495	3	6	10104	6872	0.114781443	0.059822602	0.199	0.103	0.384	0.0388	NA	0.546546569	0.636813825	0.664666667	0.576666667	0.612779482	0.552956881	0.663	0.568	0.149897768	78.66666667	121
ASM9496	10	13	0	7440	NA	1	NA	NA	NA	0.158	NA	NA	NA	NA	NA	0	1	NA	NA	0.149897768	31.33333333	0
ASM9497	2	3	7937	5215	0.928907631	0.001788846	1	1.60E-18	NA	NA	SE	0.992282544	0.99167121	0.997333333	0.996333333	0.996434739	0.994645893	0.998	0.998	0.373978279	559	933.6666667
ASM9498	2	6	36	437	0.001908754	NA	NA	NA	NA	NA	NA	0.998668106	0.215519442	NA	NA	NA	NA	NA	NA	NA	4.333333333	1.666666667
ASM9499	2	4	3600	5175	0.366924803	0.008819876	0.105	7.26E-08	0.11	0.0481	NA	0.947545488	0.971030968	0.944666667	0.972	0.957033703	0.965853579	1	1	0.236112479	546.3333333	397.3333333
ASM9500	2	3	8	37	0.246905789	NA	NA	NA	NA	NA	NA	0.998115471	0.763357728	NA	NA	NA	NA	NA	NA	NA	3	1.333333333
ASM9501	5	6	45	177	0.408191355	NA	NA	NA	NA	NA	NA	0.672369938	0.36312696	NA	NA	NA	NA	NA	NA	NA	7.333333333	2.333333333
ASM9502	2	4	35	116	0.13097916	NA	NA	NA	NA	NA	NA	0.321820343	0.959622809	NA	NA	NA	NA	NA	NA	NA	8.666666667	2.666666667
ASM9503	2	3	1633	3031	0.413947078	NA	0.24	2.53E-06	NA	NA	SE	0.947449057	0.976228107	0.959666667	0.983	NA	NA	0.962	0.982	0.237029264	261.6666667	149.3333333
ASM9504	3	4	2332	3876	0.011075498	0.123130258	NA	0.534	0.0188	0.0653	NA	0.467781691	0.516285116	NA	NA	0.405113736	0.528243995	0.528	0.76	0.008670739	99	66.66666667
ASM9505	9	26	9615	9599	0.336775398	0.03453021	NA	1.80E-05	NA	0.25	NA	0.417737062	0.412044907	NA	NA	0.889297386	0.923827596	0.998	0.999	0.101308729	122.3333333	138.3333333
ASM9506	2	3	333	877	0.159871433	NA	NA	NA	NA	NA	NA	0.899922162	0.700095959	NA	NA	NA	NA	NA	NA	0.994283553	32	12
ASM9507	2	5	134	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2
ASM9508	7	20	10068	8436	1	NA	NA	8.75E-14	NA	NA	NA	0.552597534	0.549723409	NA	NA	NA	NA	0.999	0.998	NA	0	0
ASM9509	2	3	1326	2146	0.63305937	NA	1	5.30E-10	NA	NA	SE	0.994178321	0.985322509	0.995666667	0.984	NA	NA	0.992	0.978	0.4872796	174.3333333	120.3333333
ASM9510	3	5	4851	10468	2.64E-05	NA	NA	0.0103	NA	0.0643	NA	0.994844678	0.903917639	NA	NA	NA	NA	0.997	0.92	0.999992743	221	109
ASM9511	2	3	205	281	0.005765031	0.210245682	5.76E-06	1	0.000175	0.091	SE	0.36720823	0.830790638	0.57	0.815	0.620880503	0.410634821	0.386	0.804	0.000312845	48.66666667	51
ASM9512	4	12	0	872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.66666667	0
ASM9513	2	8	302	426	0.96485823	NA	NA	NA	NA	NA	NA	0.980001129	0.989021677	NA	NA	NA	NA	NA	NA	NA	10.66666667	8.666666667
ASM9514	2	3	71	99	0.482214243	0.028343208	1	1.60E-18	NA	NA	SE	0.932634068	0.865854643	0.923666667	0.912	0.931356168	0.959699376	0.996	0.999	0.350364078	41.33333333	34
ASM9515	4	11	3579	6153	NA	0	NA	9.44E-09	NA	NA	NA	NA	NA	NA	NA	1	1	0.998	0.998	0.99999668	178	110
ASM9516	2	6	410	603	0.036976246	0.129336831	NA	0.00012	NA	NA	NA	0.569953193	0.740289775	NA	NA	0.43800813	0.567344961	0.987	0.993	0.051451918	44.66666667	37.66666667
ASM9517	16	39	24214	1431	0.001403642	0.134318345	4.04E-07	0.854	NA	0.0287	NA	0.916151241	0.996393116	0.881444444	0.949777778	0.865681655	1	0.829	0.986	0.998500387	13	220.6666667
ASM9518	3	5	257	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5.666666667
ASM9519	6	28	10364	17599	1	0.009527171	NA	0.000266	NA	0.0455	NA	0.460070378	0.48380567	NA	NA	0.841719206	0.851246377	0.997	0.998	0.749966046	126	79
ASM9520	3	6	3477	4690	0.663062308	0.037025413	NA	0.0361	NA	0.101	NA	0.460151688	0.484595841	NA	NA	0.478865579	0.515890992	0.809	0.754	0.247240964	191	135
ASM9521	2	4	1915	1890	0.406775335	0.027480933	0.0822	0.0526	0.0336	0.0202	ASS	0.676307951	0.734745935	0.669333333	0.739	0.677949867	0.7054308	0.657	0.728	0.259774771	220	237
ASM9522	5	8	3097	2972	0.06488577	0.114907054	NA	0.0236	0.529	0.035	NA	0.406298777	0.439812558	NA	NA	0.415178932	0.530085986	0.769	0.752	0.001806164	113.3333333	152.6666667
ASM9523	9	14	35919	73672	0.705640932	NA	NA	4.35E-07	0.699	0.0138	NA	0.495808283	0.484676897	NA	NA	NA	NA	1	1	NA	3	0.666666667
ASM9524	10	22	648	864	0.210262676	NA	1	NA	NA	NA	NA	0.362994621	0.520181905	0.915333333	0.905333333	NA	NA	NA	NA	NA	7.666666667	6
ASM9525	7	12	83105	152517	1	0.003122682	NA	1.37E-13	1	0.0159	NA	0.726941177	0.714066168	NA	NA	0.857871531	0.860994212	1	1	0.278805015	8274.333333	4869.666667
ASM9526	3	6	276	132	0.601525447	NA	NA	NA	NA	NA	NA	0.972952137	0.989399978	NA	NA	NA	NA	NA	NA	NA	4.333333333	9
ASM9527	3	14	915	525	0.037258784	NA	NA	0.0417	NA	NA	NA	0.365491246	0.547270756	NA	NA	NA	NA	0.992	0.983	NA	3.333333333	5.333333333
ASM9528	6	22	15225	20850	NA	0	0.285	0.00615	NA	0.126	NA	NA	NA	0.976833333	0.959333333	1	1	0.998	0.995	0.999998135	64	48.66666667
ASM9529	9	31	19717	25650	0.003650601	0.059904458	1	0.0704	0.177	0.0307	NA	0.370353127	0.439658122	0.889	1	0.574693152	0.63459761	0.998	0.998	0.143623964	103	89.33333333
ASM9530	9	16	66	5826	0.823459897	NA	NA	NA	NA	0.052	NA	0.586338522	0.457439882	NA	NA	NA	NA	NA	NA	NA	1	0
ASM9531	2	3	2654	5082	0.559306489	NA	1	2.25E-08	NA	NA	SE	0.985946669	0.987962488	0.988	0.988333333	NA	NA	0.982	0.986	0.951740127	191	109.6666667
ASM9532	5	7	5115	4819	0.000302579	0.239126427	NA	0.428	0.0648	0.0273	NA	0.443089359	0.507560572	NA	NA	0.398896863	0.63802329	0.999	0.999	1.30E-10	116.3333333	134.6666667
ASM9533	2	3	171	536	0.35290616	NA	0.86	NA	NA	0.133	SE	0.77743179	0.884662591	0.832	0.895	NA	NA	NA	NA	0.138906618	53.66666667	18
ASM9534	7	21	28307	47540	1	NA	1	1.60E-18	NA	NA	NA	0.509565378	0.517990046	0.996	0.997333333	NA	NA	1	1	NA	1.666666667	1.666666667
ASM9535	2	4	59	129	0.054389797	NA	NA	NA	NA	NA	NA	0.73760194	0.281180847	NA	NA	NA	NA	NA	NA	NA	10.33333333	4
